t_s,V_volts,i_medido_A,w_medido_rad_s,i_verdadeiro_A,w_verdadeiro_rad_s
0.634400,12.000000,0.585938,245.436926,0.555104,251.921401
0.634600,12.000000,0.556641,260.776734,0.554956,251.925259
0.634800,12.000000,0.578613,245.436926,0.554809,251.929112
0.635000,12.000000,0.505371,260.776734,0.554661,251.932959
0.635200,12.000000,0.578613,245.436926,0.554514,251.936800
0.635400,12.000000,0.556641,245.436926,0.554367,251.940636
0.635600,12.000000,0.571289,260.776734,0.554221,251.944466
0.635800,12.000000,0.563965,245.436926,0.554074,251.948291
0.636000,12.000000,0.527344,260.776734,0.553928,251.952110
0.636200,12.000000,0.505371,245.436926,0.553782,251.955924
0.636400,12.000000,0.534668,260.776734,0.553636,251.959732
0.636600,12.000000,0.571289,245.436926,0.553490,251.963535
0.636800,12.000000,0.571289,245.436926,0.553345,251.967332
0.637000,12.000000,0.512695,260.776734,0.553200,251.971124
0.637200,12.000000,0.520020,245.436926,0.553054,251.974910
0.637400,12.000000,0.534668,260.776734,0.552910,251.978691
0.637600,12.000000,0.541992,245.436926,0.552765,251.982466
0.637800,12.000000,0.512695,260.776734,0.552621,251.986236
0.638000,12.000000,0.512695,245.436926,0.552476,251.990001
0.638200,12.000000,0.527344,245.436926,0.552332,251.993760
0.638400,12.000000,0.556641,260.776734,0.552189,251.997513
0.638600,12.000000,0.520020,245.436926,0.552045,252.001262
0.638800,12.000000,0.549316,260.776734,0.551902,252.005004
0.639000,12.000000,0.585938,245.436926,0.551759,252.008742
0.639200,12.000000,0.512695,260.776734,0.551616,252.012474
0.639400,12.000000,0.541992,245.436926,0.551473,252.016201
0.639600,12.000000,0.578613,245.436926,0.551330,252.019922
0.639800,12.000000,0.541992,260.776734,0.551188,252.023638
0.640000,12.000000,0.534668,245.436926,0.551046,252.027348
0.640200,12.000000,0.585938,260.776734,0.550904,252.031054
0.640400,12.000000,0.541992,245.436926,0.550762,252.034753
0.640600,12.000000,0.585938,260.776734,0.550621,252.038448
0.640800,12.000000,0.563965,245.436926,0.550479,252.042137
0.641000,12.000000,0.541992,245.436926,0.550338,252.045821
0.641200,12.000000,0.563965,260.776734,0.550197,252.049500
0.641400,12.000000,0.556641,245.436926,0.550057,252.053173
0.641600,12.000000,0.578613,260.776734,0.549916,252.056841
0.641800,12.000000,0.534668,245.436926,0.549776,252.060504
0.642000,12.000000,0.549316,260.776734,0.549636,252.064161
0.642200,12.000000,0.549316,245.436926,0.549496,252.067813
0.642400,12.000000,0.571289,245.436926,0.549356,252.071460
0.642600,12.000000,0.520020,260.776734,0.549217,252.075102
0.642800,12.000000,0.578613,245.436926,0.549077,252.078738
0.643000,12.000000,0.563965,260.776734,0.548938,252.082369
0.643200,12.000000,0.512695,245.436926,0.548799,252.085995
0.643400,12.000000,0.585938,260.776734,0.548661,252.089616
0.643600,12.000000,0.615234,245.436926,0.548522,252.093231
0.643800,12.000000,0.578613,245.436926,0.548384,252.096841
0.644000,12.000000,0.593262,260.776734,0.548246,252.100446
0.644200,12.000000,0.549316,245.436926,0.548108,252.104046
0.644400,12.000000,0.498047,260.776734,0.547970,252.107641
0.644600,12.000000,0.490723,245.436926,0.547833,252.111230
0.644800,12.000000,0.556641,260.776734,0.547695,252.114815
0.645000,12.000000,0.527344,245.436926,0.547558,252.118394
0.645200,12.000000,0.520020,245.436926,0.547421,252.121968
0.645400,12.000000,0.541992,260.776734,0.547285,252.125536
0.645600,12.000000,0.563965,245.436926,0.547148,252.129100
0.645800,12.000000,0.505371,260.776734,0.547012,252.132659
0.646000,12.000000,0.534668,245.436926,0.546876,252.136212
0.646200,12.000000,0.593262,260.776734,0.546740,252.139760
0.646400,12.000000,0.512695,245.436926,0.546604,252.143303
0.646600,12.000000,0.571289,260.776734,0.546468,252.146841
0.646800,12.000000,0.534668,245.436926,0.546333,252.150374
0.647000,12.000000,0.563965,245.436926,0.546198,252.153902
0.647200,12.000000,0.578613,260.776734,0.546063,252.157425
0.647400,12.000000,0.571289,245.436926,0.545928,252.160942
0.647600,12.000000,0.571289,260.776734,0.545794,252.164455
0.647800,12.000000,0.512695,245.436926,0.545659,252.167963
0.648000,12.000000,0.578613,260.776734,0.545525,252.171465
0.648200,12.000000,0.520020,245.436926,0.545391,252.174962
0.648400,12.000000,0.556641,245.436926,0.545257,252.178455
0.648600,12.000000,0.549316,260.776734,0.545124,252.181942
0.648800,12.000000,0.556641,245.436926,0.544991,252.185424
0.649000,12.000000,0.556641,260.776734,0.544857,252.188902
0.649200,12.000000,0.520020,245.436926,0.544724,252.192374
0.649400,12.000000,0.505371,260.776734,0.544591,252.195841
0.649600,12.000000,0.571289,245.436926,0.544459,252.199303
0.649800,12.000000,0.549316,260.776734,0.544326,252.202761
0.650000,12.000000,0.578613,245.436926,0.544194,252.206213
0.650200,12.000000,0.541992,245.436926,0.544062,252.209660
0.650400,12.000000,0.505371,260.776734,0.543930,252.213103
0.650600,12.000000,0.571289,245.436926,0.543799,252.216540
0.650800,12.000000,0.534668,260.776734,0.543667,252.219972
0.651000,12.000000,0.556641,245.436926,0.543536,252.223400
0.651200,12.000000,0.527344,260.776734,0.543405,252.226822
0.651400,12.000000,0.593262,245.436926,0.543274,252.230240
0.651600,12.000000,0.520020,260.776734,0.543143,252.233653
0.651800,12.000000,0.534668,245.436926,0.543013,252.237060
0.652000,12.000000,0.549316,245.436926,0.542882,252.240463
0.652200,12.000000,0.512695,260.776734,0.542752,252.243861
0.652400,12.000000,0.549316,245.436926,0.542622,252.247254
0.652600,12.000000,0.593262,260.776734,0.542492,252.250642
0.652800,12.000000,0.527344,245.436926,0.542363,252.254026
0.653000,12.000000,0.556641,260.776734,0.542233,252.257404
0.653200,12.000000,0.461426,245.436926,0.542104,252.260777
0.653400,12.000000,0.541992,260.776734,0.541975,252.264146
0.653600,12.000000,0.534668,245.436926,0.541846,252.267510
0.653800,12.000000,0.520020,245.436926,0.541717,252.270869
0.654000,12.000000,0.571289,260.776734,0.541589,252.274223
0.654200,12.000000,0.534668,245.436926,0.541461,252.277572
0.654400,12.000000,0.534668,260.776734,0.541333,252.280916
0.654600,12.000000,0.527344,245.436926,0.541205,252.284256
0.654800,12.000000,0.483398,260.776734,0.541077,252.287591
0.655000,12.000000,0.505371,245.436926,0.540949,252.290921
0.655200,12.000000,0.571289,260.776734,0.540822,252.294246
0.655400,12.000000,0.476074,245.436926,0.540695,252.297566
0.655600,12.000000,0.520020,245.436926,0.540568,252.300882
0.655800,12.000000,0.527344,260.776734,0.540441,252.304193
0.656000,12.000000,0.593262,245.436926,0.540314,252.307499
0.656200,12.000000,0.563965,260.776734,0.540188,252.310800
0.656400,12.000000,0.520020,245.436926,0.540062,252.314096
0.656600,12.000000,0.578613,260.776734,0.539935,252.317388
0.656800,12.000000,0.520020,245.436926,0.539810,252.320675
0.657000,12.000000,0.571289,260.776734,0.539684,252.323957
0.657200,12.000000,0.498047,245.436926,0.539558,252.327235
0.657400,12.000000,0.571289,245.436926,0.539433,252.330508
0.657600,12.000000,0.527344,260.776734,0.539308,252.333776
0.657800,12.000000,0.505371,245.436926,0.539183,252.337039
0.658000,12.000000,0.534668,260.776734,0.539058,252.340298
0.658200,12.000000,0.549316,245.436926,0.538933,252.343552
0.658400,12.000000,0.527344,260.776734,0.538809,252.346801
0.658600,12.000000,0.556641,245.436926,0.538685,252.350046
0.658800,12.000000,0.520020,260.776734,0.538560,252.353285
0.659000,12.000000,0.556641,245.436926,0.538436,252.356521
0.659200,12.000000,0.549316,260.776734,0.538313,252.359751
0.659400,12.000000,0.534668,245.436926,0.538189,252.362977
0.659600,12.000000,0.527344,245.436926,0.538066,252.366198
0.659800,12.000000,0.541992,260.776734,0.537943,252.369415
0.660000,12.000000,0.556641,245.436926,0.537819,252.372627
0.660200,12.000000,0.600586,260.776734,0.537697,252.375834
0.660400,12.000000,0.563965,245.436926,0.537574,252.379037
0.660600,12.000000,0.563965,260.776734,0.537451,252.382235
0.660800,12.000000,0.629883,245.436926,0.537329,252.385429
0.661000,12.000000,0.549316,260.776734,0.537207,252.388618
0.661200,12.000000,0.549316,245.436926,0.537085,252.391802
0.661400,12.000000,0.556641,260.776734,0.536963,252.394981
0.661600,12.000000,0.505371,245.436926,0.536842,252.398157
0.661800,12.000000,0.520020,245.436926,0.536720,252.401327
0.662000,12.000000,0.520020,260.776734,0.536599,252.404493
0.662200,12.000000,0.556641,245.436926,0.536478,252.407654
0.662400,12.000000,0.534668,260.776734,0.536357,252.410811
0.662600,12.000000,0.541992,245.436926,0.536236,252.413964
0.662800,12.000000,0.571289,260.776734,0.536115,252.417111
0.663000,12.000000,0.563965,245.436926,0.535995,252.420255
0.663200,12.000000,0.534668,260.776734,0.535875,252.423393
0.663400,12.000000,0.512695,245.436926,0.535755,252.426527
0.663600,12.000000,0.571289,260.776734,0.535635,252.429657
0.663800,12.000000,0.556641,245.436926,0.535515,252.432782
0.664000,12.000000,0.490723,245.436926,0.535396,252.435903
0.664200,12.000000,0.527344,260.776734,0.535276,252.439019
0.664400,12.000000,0.541992,245.436926,0.535157,252.442130
0.664600,12.000000,0.556641,260.776734,0.535038,252.445237
0.664800,12.000000,0.563965,245.436926,0.534919,252.448340
0.665000,12.000000,0.541992,260.776734,0.534801,252.451438
0.665200,12.000000,0.549316,245.436926,0.534682,252.454532
0.665400,12.000000,0.534668,260.776734,0.534564,252.457621
0.665600,12.000000,0.512695,245.436926,0.534446,252.460706
0.665800,12.000000,0.527344,260.776734,0.534328,252.463786
0.666000,12.000000,0.534668,245.436926,0.534210,252.466862
0.666200,12.000000,0.534668,245.436926,0.534092,252.469934
0.666400,12.000000,0.476074,260.776734,0.533975,252.473001
0.666600,12.000000,0.520020,245.436926,0.533857,252.476063
0.666800,12.000000,0.534668,260.776734,0.533740,252.479121
0.667000,12.000000,0.527344,245.436926,0.533623,252.482175
0.667200,12.000000,0.527344,260.776734,0.533506,252.485225
0.667400,12.000000,0.549316,245.436926,0.533390,252.488270
0.667600,12.000000,0.498047,260.776734,0.533273,252.491310
0.667800,12.000000,0.483398,245.436926,0.533157,252.494346
0.668000,12.000000,0.520020,260.776734,0.533041,252.497378
0.668200,12.000000,0.556641,245.436926,0.532925,252.500406
0.668400,12.000000,0.585938,260.776734,0.532809,252.503429
0.668600,12.000000,0.556641,245.436926,0.532693,252.506447
0.668800,12.000000,0.490723,245.436926,0.532578,252.509462
0.669000,12.000000,0.527344,260.776734,0.532463,252.512472
0.669200,12.000000,0.541992,245.436926,0.532347,252.515478
0.669400,12.000000,0.534668,260.776734,0.532232,252.518479
0.669600,12.000000,0.549316,245.436926,0.532118,252.521476
0.669800,12.000000,0.505371,260.776734,0.532003,252.524469
0.670000,12.000000,0.534668,245.436926,0.531889,252.527457
0.670200,12.000000,0.541992,260.776734,0.531774,252.530441
0.670400,12.000000,0.556641,245.436926,0.531660,252.533421
0.670600,12.000000,0.505371,260.776734,0.531546,252.536396
0.670800,12.000000,0.520020,245.436926,0.531432,252.539367
0.671000,12.000000,0.446777,260.776734,0.531319,252.542334
0.671200,12.000000,0.512695,245.436926,0.531205,252.545297
0.671400,12.000000,0.512695,245.436926,0.531092,252.548255
0.671600,12.000000,0.498047,260.776734,0.530979,252.551209
0.671800,12.000000,0.534668,245.436926,0.530866,252.554159
0.672000,12.000000,0.527344,260.776734,0.530753,252.557105
0.672200,12.000000,0.461426,245.436926,0.530640,252.560046
0.672400,12.000000,0.534668,260.776734,0.530528,252.562983
0.672600,12.000000,0.505371,245.436926,0.530415,252.565916
0.672800,12.000000,0.541992,260.776734,0.530303,252.568845
0.673000,12.000000,0.490723,245.436926,0.530191,252.571769
0.673200,12.000000,0.527344,260.776734,0.530079,252.574689
0.673400,12.000000,0.520020,245.436926,0.529968,252.577605
0.673600,12.000000,0.541992,260.776734,0.529856,252.580517
0.673800,12.000000,0.534668,245.436926,0.529745,252.583425
0.674000,12.000000,0.520020,260.776734,0.529633,252.586328
0.674200,12.000000,0.483398,245.436926,0.529522,252.589227
0.674400,12.000000,0.483398,245.436926,0.529411,252.592122
0.674600,12.000000,0.512695,260.776734,0.529301,252.595013
0.674800,12.000000,0.527344,245.436926,0.529190,252.597900
0.675000,12.000000,0.512695,260.776734,0.529080,252.600782
0.675200,12.000000,0.549316,245.436926,0.528970,252.603661
0.675400,12.000000,0.520020,260.776734,0.528859,252.606535
0.675600,12.000000,0.498047,245.436926,0.528749,252.609405
0.675800,12.000000,0.520020,260.776734,0.528640,252.612271
0.676000,12.000000,0.534668,245.436926,0.528530,252.615132
0.676200,12.000000,0.534668,260.776734,0.528421,252.617990
0.676400,12.000000,0.585938,245.436926,0.528311,252.620844
0.676600,12.000000,0.505371,260.776734,0.528202,252.623693
0.676800,12.000000,0.527344,245.436926,0.528093,252.626538
0.677000,12.000000,0.541992,260.776734,0.527984,252.629380
0.677200,12.000000,0.527344,245.436926,0.527876,252.632217
0.677400,12.000000,0.512695,245.436926,0.527767,252.635050
0.677600,12.000000,0.483398,260.776734,0.527659,252.637879
0.677800,12.000000,0.512695,245.436926,0.527551,252.640703
0.678000,12.000000,0.498047,260.776734,0.527442,252.643524
0.678200,12.000000,0.476074,245.436926,0.527335,252.646341
0.678400,12.000000,0.505371,260.776734,0.527227,252.649154
0.678600,12.000000,0.498047,245.436926,0.527119,252.651962
0.678800,12.000000,0.541992,260.776734,0.527012,252.654767
0.679000,12.000000,0.541992,245.436926,0.526905,252.657567
0.679200,12.000000,0.498047,260.776734,0.526797,252.660364
0.679400,12.000000,0.520020,245.436926,0.526690,252.663156
0.679600,12.000000,0.468750,260.776734,0.526584,252.665945
0.679800,12.000000,0.512695,245.436926,0.526477,252.668729
0.680000,12.000000,0.541992,260.776734,0.526370,252.671509
0.680200,12.000000,0.549316,245.436926,0.526264,252.674286
0.680400,12.000000,0.505371,260.776734,0.526158,252.677058
0.680600,12.000000,0.556641,245.436926,0.526052,252.679826
0.680800,12.000000,0.483398,245.436926,0.525946,252.682591
0.681000,12.000000,0.490723,260.776734,0.525840,252.685351
0.681200,12.000000,0.549316,245.436926,0.525735,252.688107
0.681400,12.000000,0.578613,260.776734,0.525629,252.690860
0.681600,12.000000,0.541992,245.436926,0.525524,252.693608
0.681800,12.000000,0.527344,260.776734,0.525419,252.696353
0.682000,12.000000,0.461426,245.436926,0.525314,252.699093
0.682200,12.000000,0.461426,260.776734,0.525209,252.701830
0.682400,12.000000,0.527344,245.436926,0.525104,252.704563
0.682600,12.000000,0.512695,260.776734,0.525000,252.707291
0.682800,12.000000,0.490723,245.436926,0.524895,252.710016
0.683000,12.000000,0.527344,260.776734,0.524791,252.712737
0.683200,12.000000,0.527344,245.436926,0.524687,252.715454
0.683400,12.000000,0.549316,260.776734,0.524583,252.718167
0.683600,12.000000,0.527344,245.436926,0.524479,252.720876
0.683800,12.000000,0.563965,260.776734,0.524376,252.723581
0.684000,12.000000,0.527344,245.436926,0.524272,252.726282
0.684200,12.000000,0.520020,260.776734,0.524169,252.728980
0.684400,12.000000,0.556641,245.436926,0.524066,252.731673
0.684600,12.000000,0.498047,245.436926,0.523963,252.734363
0.684800,12.000000,0.607910,260.776734,0.523860,252.737048
0.685000,12.000000,0.534668,245.436926,0.523757,252.739730
0.685200,12.000000,0.534668,260.776734,0.523655,252.742408
0.685400,12.000000,0.541992,245.436926,0.523552,252.745082
0.685600,12.000000,0.578613,260.776734,0.523450,252.747753
0.685800,12.000000,0.549316,245.436926,0.523348,252.750419
0.686000,12.000000,0.476074,260.776734,0.523246,252.753082
0.686200,12.000000,0.563965,245.436926,0.523144,252.755740
0.686400,12.000000,0.512695,260.776734,0.523042,252.758395
0.686600,12.000000,0.527344,245.436926,0.522941,252.761046
0.686800,12.000000,0.483398,260.776734,0.522839,252.763694
0.687000,12.000000,0.541992,245.436926,0.522738,252.766337
0.687200,12.000000,0.505371,260.776734,0.522637,252.768977
0.687400,12.000000,0.527344,245.436926,0.522536,252.771613
0.687600,12.000000,0.512695,260.776734,0.522435,252.774245
0.687800,12.000000,0.578613,245.436926,0.522334,252.776873
0.688000,12.000000,0.578613,260.776734,0.522234,252.779497
0.688200,12.000000,0.520020,245.436926,0.522133,252.782118
0.688400,12.000000,0.527344,260.776734,0.522033,252.784735
0.688600,12.000000,0.512695,245.436926,0.521933,252.787348
0.688800,12.000000,0.556641,245.436926,0.521833,252.789957
0.689000,12.000000,0.512695,260.776734,0.521733,252.792563
0.689200,12.000000,0.505371,245.436926,0.521634,252.795164
0.689400,12.000000,0.549316,260.776734,0.521534,252.797762
0.689600,12.000000,0.505371,245.436926,0.521435,252.800357
0.689800,12.000000,0.520020,260.776734,0.521336,252.802947
0.690000,12.000000,0.476074,245.436926,0.521237,252.805534
0.690200,12.000000,0.541992,260.776734,0.521138,252.808117
0.690400,12.000000,0.578613,245.436926,0.521039,252.810697
0.690600,12.000000,0.541992,260.776734,0.520940,252.813272
0.690800,12.000000,0.563965,245.436926,0.520842,252.815844
0.691000,12.000000,0.498047,260.776734,0.520743,252.818412
0.691200,12.000000,0.527344,245.436926,0.520645,252.820977
0.691400,12.000000,0.490723,260.776734,0.520547,252.823538
0.691600,12.000000,0.512695,245.436926,0.520449,252.826095
0.691800,12.000000,0.541992,260.776734,0.520351,252.828648
0.692000,12.000000,0.520020,245.436926,0.520253,252.831198
0.692200,12.000000,0.476074,260.776734,0.520156,252.833744
0.692400,12.000000,0.483398,245.436926,0.520058,252.836287
0.692600,12.000000,0.476074,260.776734,0.519961,252.838825
0.692800,12.000000,0.534668,245.436926,0.519864,252.841360
0.693000,12.000000,0.578613,260.776734,0.519767,252.843892
0.693200,12.000000,0.563965,245.436926,0.519670,252.846420
0.693400,12.000000,0.461426,260.776734,0.519574,252.848944
0.693600,12.000000,0.563965,245.436926,0.519477,252.851464
0.693800,12.000000,0.549316,260.776734,0.519381,252.853981
0.694000,12.000000,0.476074,245.436926,0.519284,252.856494
0.694200,12.000000,0.512695,245.436926,0.519188,252.859004
0.694400,12.000000,0.549316,260.776734,0.519092,252.861510
0.694600,12.000000,0.534668,245.436926,0.518996,252.864012
0.694800,12.000000,0.476074,260.776734,0.518901,252.866511
0.695000,12.000000,0.534668,245.436926,0.518805,252.869006
0.695200,12.000000,0.454102,260.776734,0.518710,252.871498
0.695400,12.000000,0.512695,245.436926,0.518614,252.873986
0.695600,12.000000,0.549316,260.776734,0.518519,252.876470
0.695800,12.000000,0.520020,245.436926,0.518424,252.878951
0.696000,12.000000,0.505371,260.776734,0.518329,252.881428
0.696200,12.000000,0.541992,245.436926,0.518235,252.883902
0.696400,12.000000,0.549316,260.776734,0.518140,252.886372
0.696600,12.000000,0.556641,245.436926,0.518045,252.888839
0.696800,12.000000,0.541992,260.776734,0.517951,252.891302
0.697000,12.000000,0.549316,245.436926,0.517857,252.893761
0.697200,12.000000,0.541992,260.776734,0.517763,252.896217
0.697400,12.000000,0.527344,245.436926,0.517669,252.898669
0.697600,12.000000,0.520020,260.776734,0.517575,252.901118
0.697800,12.000000,0.512695,245.436926,0.517481,252.903563
0.698000,12.000000,0.483398,260.776734,0.517388,252.906005
0.698200,12.000000,0.490723,245.436926,0.517294,252.908443
0.698400,12.000000,0.505371,260.776734,0.517201,252.910878
0.698600,12.000000,0.527344,245.436926,0.517108,252.913309
0.698800,12.000000,0.556641,260.776734,0.517015,252.915737
0.699000,12.000000,0.512695,245.436926,0.516922,252.918161
0.699200,12.000000,0.549316,260.776734,0.516829,252.920582
0.699400,12.000000,0.549316,245.436926,0.516737,252.922999
0.699600,12.000000,0.512695,260.776734,0.516644,252.925413
0.699800,12.000000,0.534668,245.436926,0.516552,252.927823
0.700000,12.000000,0.512695,260.776734,0.516460,252.930230
0.700200,12.000000,0.556641,245.436926,0.516368,252.932633
0.700400,12.000000,0.534668,260.776734,0.516276,252.935033
0.700600,12.000000,0.483398,245.436926,0.516184,252.937429
0.700800,12.000000,0.520020,260.776734,0.516092,252.939822
0.701000,12.000000,0.563965,245.436926,0.516001,252.942211
0.701200,12.000000,0.512695,260.776734,0.515910,252.944597
0.701400,12.000000,0.527344,245.436926,0.515818,252.946980
0.701600,12.000000,0.534668,260.776734,0.515727,252.949359
0.701800,12.000000,0.483398,245.436926,0.515636,252.951735
0.702000,12.000000,0.527344,245.436926,0.515545,252.954107
0.702200,12.000000,0.476074,260.776734,0.515455,252.956476
0.702400,12.000000,0.498047,245.436926,0.515364,252.958841
0.702600,12.000000,0.549316,260.776734,0.515273,252.961203
0.702800,12.000000,0.527344,245.436926,0.515183,252.963562
0.703000,12.000000,0.505371,260.776734,0.515093,252.965917
0.703200,12.000000,0.527344,245.436926,0.515003,252.968269
0.703400,12.000000,0.512695,260.776734,0.514913,252.970618
0.703600,12.000000,0.512695,245.436926,0.514823,252.972963
0.703800,12.000000,0.534668,260.776734,0.514733,252.975304
0.704000,12.000000,0.490723,245.436926,0.514644,252.977643
0.704200,12.000000,0.512695,260.776734,0.514554,252.979978
0.704400,12.000000,0.505371,245.436926,0.514465,252.982309
0.704600,12.000000,0.468750,260.776734,0.514376,252.984637
0.704800,12.000000,0.483398,245.436926,0.514287,252.986962
0.705000,12.000000,0.563965,260.776734,0.514198,252.989284
0.705200,12.000000,0.527344,245.436926,0.514109,252.991602
0.705400,12.000000,0.476074,260.776734,0.514020,252.993916
0.705600,12.000000,0.468750,245.436926,0.513932,252.996228
0.705800,12.000000,0.512695,260.776734,0.513843,252.998536
0.706000,12.000000,0.563965,245.436926,0.513755,253.000841
0.706200,12.000000,0.505371,260.776734,0.513667,253.003142
0.706400,12.000000,0.549316,245.436926,0.513579,253.005440
0.706600,12.000000,0.527344,260.776734,0.513491,253.007735
0.706800,12.000000,0.527344,245.436926,0.513403,253.010027
0.707000,12.000000,0.476074,260.776734,0.513316,253.012315
0.707200,12.000000,0.541992,245.436926,0.513228,253.014600
0.707400,12.000000,0.505371,260.776734,0.513141,253.016882
0.707600,12.000000,0.541992,245.436926,0.513053,253.019160
0.707800,12.000000,0.490723,260.776734,0.512966,253.021435
0.708000,12.000000,0.520020,245.436926,0.512879,253.023707
0.708200,12.000000,0.520020,260.776734,0.512792,253.025975
0.708400,12.000000,0.505371,245.436926,0.512705,253.028240
0.708600,12.000000,0.527344,260.776734,0.512619,253.030502
0.708800,12.000000,0.505371,245.436926,0.512532,253.032761
0.709000,12.000000,0.490723,260.776734,0.512446,253.035017
0.709200,12.000000,0.563965,245.436926,0.512360,253.037269
0.709400,12.000000,0.541992,260.776734,0.512274,253.039518
0.709600,12.000000,0.490723,245.436926,0.512187,253.041763
0.709800,12.000000,0.527344,260.776734,0.512102,253.044006
0.710000,12.000000,0.490723,245.436926,0.512016,253.046245
0.710200,12.000000,0.476074,260.776734,0.511930,253.048481
0.710400,12.000000,0.541992,245.436926,0.511845,253.050714
0.710600,12.000000,0.461426,260.776734,0.511759,253.052943
0.710800,12.000000,0.541992,245.436926,0.511674,253.055170
0.711000,12.000000,0.505371,260.776734,0.511589,253.057393
0.711200,12.000000,0.505371,245.436926,0.511504,253.059613
0.711400,12.000000,0.527344,260.776734,0.511419,253.061830
0.711600,12.000000,0.527344,245.436926,0.511334,253.064043
0.711800,12.000000,0.483398,260.776734,0.511249,253.066253
0.712000,12.000000,0.534668,245.436926,0.511165,253.068461
0.712200,12.000000,0.512695,260.776734,0.511080,253.070664
0.712400,12.000000,0.476074,245.436926,0.510996,253.072865
0.712600,12.000000,0.505371,260.776734,0.510912,253.075063
0.712800,12.000000,0.549316,245.436926,0.510828,253.077257
0.713000,12.000000,0.563965,260.776734,0.510744,253.079449
0.713200,12.000000,0.534668,245.436926,0.510660,253.081637
0.713400,12.000000,0.476074,260.776734,0.510576,253.083822
0.713600,12.000000,0.527344,245.436926,0.510493,253.086003
0.713800,12.000000,0.534668,260.776734,0.510409,253.088182
0.714000,12.000000,0.534668,245.436926,0.510326,253.090358
0.714200,12.000000,0.534668,260.776734,0.510243,253.092530
0.714400,12.000000,0.520020,245.436926,0.510160,253.094699
0.714600,12.000000,0.505371,260.776734,0.510077,253.096865
0.714800,12.000000,0.490723,245.436926,0.509994,253.099028
0.715000,12.000000,0.454102,260.776734,0.509911,253.101188
0.715200,12.000000,0.520020,245.436926,0.509829,253.103345
0.715400,12.000000,0.512695,260.776734,0.509746,253.105499
0.715600,12.000000,0.527344,245.436926,0.509664,253.107649
0.715800,12.000000,0.468750,260.776734,0.509581,253.109797
0.716000,12.000000,0.527344,245.436926,0.509499,253.111941
0.716200,12.000000,0.571289,260.776734,0.509417,253.114082
0.716400,12.000000,0.512695,245.436926,0.509335,253.116221
0.716600,12.000000,0.505371,260.776734,0.509254,253.118356
0.716800,12.000000,0.520020,245.436926,0.509172,253.120488
0.717000,12.000000,0.571289,260.776734,0.509090,253.122617
0.717200,12.000000,0.476074,245.436926,0.509009,253.124742
0.717400,12.000000,0.512695,260.776734,0.508928,253.126865
0.717600,12.000000,0.483398,245.436926,0.508846,253.128985
0.717800,12.000000,0.490723,260.776734,0.508765,253.131102
0.718000,12.000000,0.505371,245.436926,0.508684,253.133215
0.718200,12.000000,0.549316,260.776734,0.508603,253.135326
0.718400,12.000000,0.563965,245.436926,0.508523,253.137433
0.718600,12.000000,0.520020,260.776734,0.508442,253.139538
0.718800,12.000000,0.498047,245.436926,0.508362,253.141639
0.719000,12.000000,0.585938,260.776734,0.508281,253.143738
0.719200,12.000000,0.498047,245.436926,0.508201,253.145833
0.719400,12.000000,0.490723,260.776734,0.508121,253.147926
0.719600,12.000000,0.454102,245.436926,0.508041,253.150015
0.719800,12.000000,0.549316,260.776734,0.507961,253.152101
0.720000,12.000000,0.534668,245.436926,0.507881,253.154185
0.720200,12.000000,0.578613,260.776734,0.507801,253.156265
0.720400,12.000000,0.468750,245.436926,0.507722,253.158342
0.720600,12.000000,0.549316,260.776734,0.507642,253.160417
0.720800,12.000000,0.512695,245.436926,0.507563,253.162488
0.721000,12.000000,0.534668,260.776734,0.507484,253.164557
0.721200,12.000000,0.461426,245.436926,0.507405,253.166622
0.721400,12.000000,0.549316,260.776734,0.507326,253.168684
0.721600,12.000000,0.527344,245.436926,0.507247,253.170744
0.721800,12.000000,0.505371,260.776734,0.507168,253.172800
0.722000,12.000000,0.527344,245.436926,0.507089,253.174854
0.722200,12.000000,0.483398,260.776734,0.507011,253.176904
0.722400,12.000000,0.490723,245.436926,0.506932,253.178952
0.722600,12.000000,0.490723,260.776734,0.506854,253.180997
0.722800,12.000000,0.454102,245.436926,0.506776,253.183038
0.723000,12.000000,0.534668,260.776734,0.506698,253.185077
0.723200,12.000000,0.541992,245.436926,0.506620,253.187113
0.723400,12.000000,0.483398,260.776734,0.506542,253.189146
0.723600,12.000000,0.520020,245.436926,0.506464,253.191176
0.723800,12.000000,0.498047,260.776734,0.506386,253.193203
0.724000,12.000000,0.512695,245.436926,0.506309,253.195227
0.724200,12.000000,0.490723,260.776734,0.506231,253.197248
0.724400,12.000000,0.476074,245.436926,0.506154,253.199266
0.724600,12.000000,0.534668,260.776734,0.506077,253.201281
0.724800,12.000000,0.505371,245.436926,0.506000,253.203294
0.725000,12.000000,0.563965,260.776734,0.505923,253.205303
0.725200,12.000000,0.505371,245.436926,0.505846,253.207310
0.725400,12.000000,0.476074,260.776734,0.505769,253.209314
0.725600,12.000000,0.541992,245.436926,0.505693,253.211315
0.725800,12.000000,0.527344,260.776734,0.505616,253.213313
0.726000,12.000000,0.527344,245.436926,0.505540,253.215308
0.726200,12.000000,0.541992,260.776734,0.505463,253.217300
0.726400,12.000000,0.483398,245.436926,0.505387,253.219289
0.726600,12.000000,0.498047,260.776734,0.505311,253.221276
0.726800,12.000000,0.498047,245.436926,0.505235,253.223259
0.727000,12.000000,0.468750,260.776734,0.505159,253.225240
